,sec_school,longitude,latitude,postcode,suburb
813,SEA LAKE SECONDARY COLLEGE,142.853200017828,-35.5090099548741,3533,SEA LAKE
814,Ardeer Secondary College ,144.795279980635,-37.7875000008347,3020,SUNSHINE WEST
815,Ardeer High School,144.795279980635,-37.7875000008347,3020,SUNSHINE WEST
816,FLEMINGTON HIGH SCHOOL,144.917919990696,-37.7842900031436,3031,FLEMINGTON
817,FLINDERS PEAK SECONDARY COLLEGE,144.363339958669,-38.0641499926949,3214,CORIO
818,FLORA HILL HIGH SCHOOL,144.297589983112,-36.7757900003415,3550,FLORA HILL
819,FOOTSCRAY TECHNICAL COLLEGE,144.899870010635,-37.8045699980396,3011,FOOTSCRAY
820,FOOTSCRAY/YARRAVILLE SECONDARY COLLEGE,144.871259987623,-37.8229000012068,3013,YARRAVILLE
821,FOOTSCRAY HIGH SCHOOL,144.871259987623,-37.8229000012068,3013,YARRAVILLE
822,FOREST HILL SECONDARY COLLEGE  BLACKBURN SOUTH CAMPUS,145.149589997306,-37.8409599853968,3130,BLACKBURN SOUTH
823,BLACKBURN SOUTH HIGH SCHOOL,145.149589997306,-37.8409599853968,3130,BLACKBURN SOUTH
824,FOREST HILL SECONDARY COLLEGE BURWOOD HEIGHTS CAMPUS,145.162089986311,-37.8484599883076,3151,BURWOOD EAST
825,FOREST HILL SECONDARY  COLLEGE  NUNAWADING CAMPUS,145.167369988769,-37.8359599905953,3131,FOREST HILL
826,NUNAWADING HIGH SCHOOL,145.167369988769,-37.8359599905953,3131,FOREST HILL
827,FOOTSCRAY INSTITUTE OF TECHNOLOGY,144.899030004042,-37.7928999979101,3011,FOOTSCRAY
828,FOOTSCRAY TECHNICAL SCHOOL,144.893199997394,-37.7990099995511,3011,FOOTSCRAY
829,FOOTSCRAY GIRLS SECONDARY COLLEGE,144.896809998457,-37.7926299987573,3011,FOOTSCRAY
830,FOOTSCRAY GIRLS HIGH SCHOOL,144.896809998457,-37.7926299987573,3011,FOOTSCRAY
831,HAWKESDALE HIGH SCHOOL,142.318199972333,-38.106509999796,3287,HAWKESDALE
832,HEYWOOD DISTRICT SECONDARY COLLEGE,141.620499956714,-38.1292699858537,3304,HEYWOOD
833,HEYWOOD HIGH SCHOOL,141.620499956714,-38.1292699858537,3304,HEYWOOD
834,JOSEPH BANKS SECONDARY COLLEGE,145.238759970547,-37.9790099984314,3177,DOVETON
835,DOVETON HIGH SCHOOL,145.238759970547,-37.9790099984314,3177,DOVETON
836,KEALBA HIGH SCHOOL,144.820839974172,-37.7319300042208,3021,KEALBA
837,PATTERSON RIVER SECONDARY COLLEGE BONBEACH CAMPUS,145.125419980673,-38.0665099971222,3196,BONBEACH
838,BONBEACH SECONDARY COLLEGE,145.125419980673,-38.0665099971222,3196,BONBEACH
839,BORONIA HEIGHTS COLLEGE,145.300979972936,-37.8598499960243,3155,BORONIA
840,BORONIA HEIGHTS SECONDARY COLLEGE,145.300979972936,-37.8598499960243,3155,BORONIA
841,BORONIA TECHNICAL SCHOOL,145.300979972936,-37.8598499960243,3155,BORONIA
842,BORONIA K-12 COLLEGE - RANGEVIEW CAMPUS,145.29166997466,-37.8588799963692,3155,BORONIA
843,BOX FOREST SECONDARY COLLEGE SENIOR CAMPUS,144.927089996667,-37.7051300012774,3046,GLENROY
844,GLENROY TECHNICAL SCHOOL,144.927089996667,-37.7051300012774,3046,GLENROY
845,BOX HILL HIGH SCHOOL,145.137210005757,-37.8199999864114,3128,BOX HILL
846,BOX HILL TECHNICAL COLLEGE,145.111909993326,-37.8092399885987,3129,MONT ALBERT NORTH
847,J H BOYD DOMESTIC COLLEGE,144.961529975668,-37.825399996375,3006,SOUTHBANK
848,BRANDON PARK SECONDARY COLLEGE,145.165419951432,-37.9056799948925,3150,WHEELERS HILL
849,BRAYBROOK SECONDARY COLLEGE,144.847539977558,-37.778260001319,3020,SUNSHINE NORTH
850,BRAYBROOK HIGH SCHOOL,144.847539977558,-37.778260001319,3020,SUNSHINE NORTH
851,BRENTWOOD HIGH SCHOOL,145.166339967952,-37.899509994918,3150,GLEN WAVERLEY
852,BROADFORD HIGH SCHOOL,145.040029971231,-37.2043700058715,3658,BROADFORD
853,BLACKBURN HIGH SCHOOL,145.149890002615,-37.8103699882277,3130,BLACKBURN
854,BROADMEADOWS SECONDARY COLLEGE,144.93013998981,-37.6804000023317,3047,BROADMEADOWS
855,BRIGHTON TECHNICAL SCHOOL,144.996530001143,-37.9028999902495,3186,BRIGHTON
856,BRIGHTON SECONDARY COLLEGE,145.019119988323,-37.9201599899045,3187,BRIGHTON EAST
857,BRIGHTON HIGH SCHOOL,145.019119988323,-37.9201599899045,3187,BRIGHTON EAST
858,DAYLESFORD SECONDARY COLLEGE,144.151849961005,-37.33466999834,3460,DAYLESFORD
859,DAYLESFORD TECHNICAL SCHOOL,144.151849961005,-37.33466999834,3460,DAYLESFORD
860,DAYLESFORD HIGH SCHOOL,144.151849961005,-37.33466999834,3460,DAYLESFORD
861,MORTLAKE HIGH SCHOOL,142.810980007668,-38.0862399884911,3272,MORTLAKE
862,MORTLAKE P12 COLLEGE,142.810980007668,-38.0862399884911,3272,MORTLAKE
863,OUYEN HIGH SCHOOL,142.325980006802,-35.0628999821751,3490,OUYEN
864,ROBINVALE SECONDARY COLLEGE,142.77847999748,-34.5881799944358,3549,ROBINVALE
865,ROBINVALE HIGH SCHOOL,142.77847999748,-34.5881799944358,3549,ROBINVALE
866,SAINT ARNAUD HIGH SCHOOL,143.250940027705,-36.6095500189203,3478,SAINT ARNAUD
867,WYCHEPROOF HIGH SCHOOL,143.229030028864,-36.0798499642169,3527,WYCHEPROOF
868,ASHWOOD HIGH SCHOOL,145.103329995756,-37.86452998535,3147,ASHWOOD
869,ASPENDALE TECHNICAL SCHOOL,145.10083998906,-38.0203999951424,3195,ASPENDALE
870,SAINT ALBANS TECHNICAL SCHOOL,144.784589975545,-37.7404000048197,3021,ST ALBANS
871,DERRINALLUM SECONDARY COLLEGE,143.220420000762,-37.9465099923483,3325,DERRINALLUM
872,DERRINALLUM HIGH SCHOOL,143.220420000762,-37.9465099923483,3325,DERRINALLUM
873,DERRINALLUM P12 COLLEGE,143.220420000762,-37.9465099923483,3325,DERRINALLUM
874,WARRACKNABEAL SECONDARY COLLEGE,142.38941001291,-36.2627499815076,3393,WARRACKNABEAL
875,WARRACKNABEAL HIGH SCHOOL,142.38941001291,-36.2627499815076,3393,WARRACKNABEAL
876,HORSHAM COLLEGE,142.18409996788,-36.7116599715732,3400,HORSHAM
877,HORSHAM TECHNICAL SCHOOL,142.182369966112,-36.7123499704791,3400,HORSHAM
878,LAKE BOLAC SECONDARY COLLEGE,142.835980010932,-37.720679990754,3351,LAKE BOLAC
879,LAKE BOLAC HIGH SCHOOL,142.835980010932,-37.720679990754,3351,LAKE BOLAC
880,DIMBOOLA MEMORIAL SECONDARY COLLEGE,142.034410011807,-36.4498399774756,3414,DIMBOOLA
881,BLACKBURN SECONDARY COLLEGE KOONUNG ROAD,145.151529999754,-37.8065099883171,3130,BLACKBURN NORTH
882,BLACKBURN TECHNICAL SCHOOL,145.151529999754,-37.8065099883171,3130,BLACKBURN NORTH
883,CORRYONG SECONDARY COLLEGE,147.911530013658,-36.1920699902111,3707,CORRYONG
884,CORRYONG HIGH SCHOOL,147.911530013658,-36.1920699902111,3707,CORRYONG
885,CROYDON HIGH SCHOOL,145.282319983989,-37.7892799962854,3136,CROYDON
886,MELBA SECONDARY COLLEGE - JUNIOR CAMPUS,145.282319983989,-37.7892799962854,3136,CROYDON
887,DANDENONG HIGH SCHOOL - DANDENONG CAMPUS,145.209169973816,-37.978039997371,3175,DANDENONG
888,DANDENONG TECHNICAL SCHOOL,145.214309973996,-37.9773499967234,3175,DANDENONG
889,DAREBIN SECONDARY COLLEGE,145.008760023418,-37.7615100022111,3071,THORNBURY
890,NORTHCOTE TECHNICAL SCHOOL,145.008760023418,-37.7615100022111,3071,THORNBURY
891,GLEN WAVERLEY SECONDARY COLLEGE,145.162109993046,-37.8780999904927,3150,GLEN WAVERLEY
892,GLEN WAVERLEY HIGH SCHOOL,145.162109993046,-37.8780999904927,3150,GLEN WAVERLEY
893,MURRAYVILLE COMMUNITY COLLEGE,141.178200030436,-35.2656799334094,3512,MURRAYVILLE
894,MURTOA SECONDARY COLLEGE,142.475420026377,-36.6256799817672,3390,MURTOA
895,MURTOA HIGH SCHOOL,142.475420026377,-36.6256799817672,3390,MURTOA
896,SWAN HILL HIGH SCHOOL,143.553480060658,-35.3342899804531,3585,SWAN HILL
897,TERANG COLLEGE SENIOR CAMPUS,142.921259979716,-38.246239991046,3264,TERANG
898,TERANG HIGH SCHOOL,142.921259979716,-38.246239991046,3264,TERANG
899,WARRNAMBOOL NORTH SECONDARY COLLEGE,142.500419954514,-38.3778999859685,3280,WARRNAMBOOL
900,WARRNAMBOOL TECHNICAL SCHOOL,142.500419954514,-38.3778999859685,3280,WARRNAMBOOL
901,WEDDERBURN HIGH SCHOOL,143.619310008594,-36.4173499955438,3518,WEDDERBURN
902,WANTIRNA COLLEGE,145.229969983515,-37.8575999970687,3152,WANTIRNA
903,CREEKSIDE K-9 COLLEGE,144.738619984004,-37.7358200036873,3023,CAROLINE SPRINGS
904,McKinnon Secondary College - East Campus,145.064719972337,-37.9113899919819,3165,BENTLEIGH EAST
905,Wonthaggi Secondary College McBride Campus,145.598059999706,-38.6111099995473,3995,WONTHAGGI
906,ECHUCA HIGH SCHOOL,144.737649887296,-36.1184598703871,3564,ECHUCA
907,ECHUCA COLLEGE - CROFTON STREET CAMPUS,144.737649887296,-36.1184598703871,3564,ECHUCA
908,ECHUCA SECONDARY COLLEGE,144.732419980724,-36.1323899871248,3564,ECHUCA
909,ECHUCA TECHNICAL SCHOOL,144.732419980724,-36.1323899871248,3564,ECHUCA
910,ECHUCA COLLEGE,144.732419980724,-36.1323899871248,3564,ECHUCA
911,KAMBRYA COLLEGE,145.347409973255,-38.0536899994668,3806,BERWICK
912,OFFICER SECONDARY COLLEGE,145.410969960087,-38.0720199970332,3809,OFFICER
913,WHITTLESEA SECONDARY COLLEGE,145.120179963006,-37.5150499993364,3757,WHITTLESEA
914,SANDRINGHAM SECONDARY COLLEGE BEAUMARIS CAMPUS,145.031259976856,-37.978179992096,3193,BEAUMARIS
915,BEAUMARIS HIGH SCHOOL,145.031259976856,-37.978179992096,3193,BEAUMARIS
916,SANDRINGHAM SECONDARY COLLEGE HIGHETT CAMPUS,145.021259962034,-37.9559599922726,3191,SANDRINGHAM
917,MARYBOROUGH REGIONAL COLLEGE NOLAN STREET CAMPUS,143.741259975532,-37.0504000002249,3465,MARYBOROUGH
918,HIGHETT HIGH SCHOOL,145.021259962034,-37.9559599922726,3191,SANDRINGHAM
919,SANDRINGHAM COLLEGE HIGHETT CAMPUS,145.021259962034,-37.9559599922726,3191,SANDRINGHAM
920,SANDRINGHAM SECONDARY COLLEGE SANDRINGHAM CAMPUS,145.025419949278,-37.9562399925597,3191,SANDRINGHAM
921,SANDRINGHAM TECHNICAL SCHOOL,145.025419949278,-37.9562399925597,3191,SANDRINGHAM
922,SANDRINGHAM COLLEGE SANDRINGHAM CAMPUS,145.025419949278,-37.9562399925597,3191,SANDRINGHAM
923,BEAUMARIS SECONDARY COLLEGE,145.034079980339,-37.978399992291,3193,BEAUMARIS
924,COLAC SECONDARY COLLEGE MURRAY STREET CAMPUS,143.566259967801,-38.3359599891257,3250,COLAC
925,MARYBOROUGH DISTRICT SECONDARY COLLEGE,143.741259975532,-37.0504000002249,3465,MARYBOROUGH
926,MARYBOROUGH EDUCATION CENTRE NOLAN STREET CAMPUS,143.741259975532,-37.0504000002249,3465,MARYBOROUGH
927,MARYBOROUGH REGIONAL COLLEGE PALMERSTON STREET CAMPUS,143.734869973191,-37.044569999784,3465,MARYBOROUGH
928,MARYBOROUGH HIGH SCHOOL,143.734869973191,-37.044569999784,3465,MARYBOROUGH
929,MARYBOROUGH EDUCATION CENTRE PALMERSTON SECONDARY CAMPUS,143.734869973191,-37.044569999784,3465,MARYBOROUGH
930,MARYBOROUGH SPECIALIST SCHOOL,143.742369970699,-37.0467900002725,3465,MARYBOROUGH
931,MARYBOROUGH SPECIAL DEVELOPMENTAL SCHOOL,143.742369970699,-37.0467900002725,3465,MARYBOROUGH
932,MARYBOROUGH EDUCATION CENTRE CHRISTIAN STREET CAMPUS,143.742369970699,-37.0467900002725,3465,MARYBOROUGH
933,MOUNT ERIN SECONDARY COLLEGE,145.182369958702,-38.2734599963328,3913,TYABB
934,FOOTSCRAY CITY SECONDARY COLLEGE,144.893199997394,-37.7990099995511,3011,FOOTSCRAY
935,MOUNT CLEAR SECONDARY COLLEGE,143.876669991699,-37.6079699993056,3350,MOUNT CLEAR
936,MOUNT CLEAR TECHNICAL ANNEXE,143.876669991699,-37.6079699993056,3350,MOUNT CLEAR
937,MOUNT CLEAR COLLEGE,143.876669991699,-37.6079699993056,3350,MOUNT CLEAR
938,VIEWBANK COLLEGE,145.086589991155,-37.7411999984313,3084,VIEWBANK
939,Yarram Secondary College - Devon North Campus,146.647850008415,-38.5190300107395,3971,DEVON NORTH
940,Bass Coast College - San Remo Campus,145.390559982626,-38.5327799964296,3925,SAN REMO
941,PENOLA CATHOLIC COLLEGE,144.907909995505,-37.7095700029977,3046,GLENROY
942,EMMAUS COLLEGE,145.174109995297,-37.8477899921351,3133,VERMONT SOUTH
943,Cranbourne West Secondary College,145.245629977251,-38.1058399986919,3977,CRANBOURNE WEST
944,WILLIAM ANGLISS COLLEGE,144.952919988429,-37.8137399967145,3008,DOCKLANDS
945,SUNSHINE NORTH SECONDARY COLLEGE,144.84347998669,-37.7742900010189,3020,SUNSHINE NORTH
946,SUNSHINE NORTH TECHNICAL SCHOOL,144.84347998669,-37.7742900010189,3020,SUNSHINE NORTH
947,SUNSHINE COLLEGE - NORTH CAMPUS,144.84347998669,-37.7742900010189,3020,SUNSHINE NORTH
948,SUNSHINE COLLEGE - SUNSHINE TEACHING UNIT,144.837089979679,-37.7754000005922,3020,SUNSHINE NORTH
949,SUNSHINE COLLEGE - WESTERN REGION DEAF FACILITY,144.794029979928,-37.7867900007457,3020,SUNSHINE WEST
950,MARYBOROUGH EAST PRIMARY SCHOOL,143.747919965126,-37.0531800006639,3465,MARYBOROUGH
951,MARYBOROUGH EDUCATION CENTRE GILLIES STREET CAMPUS,143.747919965126,-37.0531800006639,3465,MARYBOROUGH
952,MARYBOROUGH EDUCATION CENTRE PALMERSTON JUNIOR CAMPUS,143.732649981322,-37.0470699996592,3465,MARYBOROUGH
953,COLAC SECONDARY COLLEGE HEARN STREET CAMPUS,143.587499988566,-38.3502599905436,3250,COLAC
954,BELL PARK HIGH SCHOOL,144.328059976582,-38.1239099967387,3215,HAMLYN HEIGHTS
955,MARYBOROUGH PRIMARY SCHOOL,143.732649981322,-37.0470699996592,3465,MARYBOROUGH
956,LOWANNA COLLEGE MOE CAMPUS,146.249309974887,-38.1817899999939,3825,MOE
957,LOWANNA COLLEGE NEWBOROUGH CAMPUS,146.29292000563,-38.1787399991894,3825,NEWBOROUGH
958,LOWANNA COLLEGE YALLOURN CAMPUS,146.305979983974,-38.1734600031207,3825,NEWBOROUGH
959,WARRNAMBOOL HIGH SCHOOL,142.49875995689,-38.3770699858668,3280,WARRNAMBOOL
960,WODONGA MIDDLE YEARS COLLEGE FELLTIMBER CAMPUS,146.879590094319,-36.1176299620332,3690,WODONGA
961,WARRNAMBOOL COLLEGE,142.4726199838,-38.3747799843326,3280,WARRNAMBOOL
962,PARADE COLLEGE,145.004699995024,-37.7440000018241,3072,PRESTON
963,RICHMOND SECONDARY COLLEGE,145.002799987369,-37.8174099971496,3121,RICHMOND
964,RICHMOND HIGH SCHOOL,145.002799987369,-37.8174099971496,3121,RICHMOND
965,FRANKSTON HIGH SCHOOL,145.129069970641,-38.1604699989527,3199,FRANKSTON
966,WILLIAMSTOWN HIGH SCHOOL,144.885539988595,-37.8649300004381,3016,WILLIAMSTOWN
967,WILLIAMSTOWN HIGH SCHOOL PASCO CAMPUS,144.885539988595,-37.8649300004381,3016,WILLIAMSTOWN
968,MCKINNON SECONDARY COLLEGE,145.064829972316,-37.9114099919896,3165,BENTLEIGH EAST
969,MCKINNON HIGH SCHOOL,145.064829972316,-37.9114099919896,3165,BENTLEIGH EAST
970,McKinnon Secondary College - McKinnon Campus,145.064829972316,-37.9114099919896,3165,BENTLEIGH EAST
971,MOUNT WAVERLEY SECONDARY COLLEGE,145.132310001217,-37.8690899873775,3149,MOUNT WAVERLEY
972,MOUNT WAVERLEY HIGH SCHOOL,145.132310001217,-37.8690899873775,3149,MOUNT WAVERLEY
973,CATHOLIC COLLEGE SALE,147.063780000942,-38.1087099828446,3850,SALE
974,WATTLE PARK HIGH SCHOOL,145.102640006277,-37.8426299861667,3125,BURWOOD
975,Greater Shepparton Secondary College Mooroopna Campus,145.351809971287,-36.3817700082267,3629,MOOROOPNA
976,Greater Shepparton Secondary College McGuire Campus,145.4081499792,-36.3989399862809,3630,SHEPPARTON
977,Greater Shepparton Secondary College Wanganui Park Campus,145.391899989357,-36.3570299938721,3630,SHEPPARTON
978,FITZROY SECONDARY COLLEGE,144.987469967564,-37.7849099988981,3068,FITZROY NORTH
979,FITZROY HIGH SCHOOL,144.987469967564,-37.7849099988981,3068,FITZROY NORTH
980,LAKES ENTRANCE SECONDARY COLLEGE,147.998409963963,-37.8713400140102,3909,LAKES ENTRANCE
981,LAKES ENTRANCE POST PRIMARY SCHOOL,147.998409963963,-37.8713400140102,3909,LAKES ENTRANCE
982,EMMANUEL COLLEGE,144.744219987202,-37.8835499979795,3030,POINT COOK
983,BALLARAT SECONDARY COLLEGE - WENDOUREE CAMPUS,143.834470014936,-37.5192199980644,3355,WENDOUREE
984,TRARALGON COLLEGE,146.519489991561,-38.1914300010919,3844,TRARALGON
985,MOUNT ROWAN SECONDARY COLLEGE,143.834470014936,-37.5192199980644,3355,WENDOUREE
986,RESERVOIR DISTRICT SECONDARY COLLEGE RESERVOIR CAMPUS,145.029769989049,-37.7222600014081,3073,RESERVOIR
987,RESERVOIR HIGH SCHOOL,145.029769989049,-37.7222600014081,3073,RESERVOIR
988,AITKEN COLLEGE,144.8906999793,-37.6277000023168,3059,GREENVALE
989,MOORABBIN CITY TECHNICAL HIGH SCHOOL,145.059799995445,-37.9273599887424,3165,BENTLEIGH EAST
990,MOOROOLBARK SECONDARY COLLEGE,145.317779978725,-37.7813799987089,3138,MOOROOLBARK
991,Mooroopna High School,145.351809971287,-36.3817700082267,3629,MOOROOPNA
992,Wonthaggi Technical Sschool,145.598059999706,-38.6111099995473,3995,WONTHAGGI
993,Wonthaggi Secondary College Senior Campus,145.598059999706,-38.6111099995473,3995,WONTHAGGI
994,Bass Coast College - Wonthaggi Campus,145.598059999706,-38.6111099995473,3995,WONTHAGGI
995,CANDLEBARK SCHOOL,144.684229978603,-37.3757999977838,3434,KERRIE
996,EAST PRESTON ISLAMIC COLLEGE,145.036219984662,-37.7339400019233,3072,PRESTON
997,ILIM COLLEGE OF AUSTRALIA,144.930079989094,-37.6686099972543,3047,DALLAS
998,VICTORY CHRISTIAN COLLEGE,144.313459983761,-36.7826099984259,3550,STRATHDALE
999,TERANG COLLEGE - 5-12 CAMPUS,142.921399979689,-38.2462699920546,3264,TERANG
1000,WESLEY COLLEGE - GLEN WAVERLEY CAMPUS,145.155319996593,-37.8747699890025,3150,GLEN WAVERLEY
1001,ISIK COLLEGE - EASTMEADOWS CAMPUS,144.935640008396,-37.6847000027337,3047,BROADMEADOWS
1002,ELTHAM COLLEGE - MAIN CAMPUS,145.192239990354,-37.7004299984748,3095,RESEARCH
1003,The Geelong College Middle School Campus,144.325519996864,-38.1444599976974,3220,NEWTOWN
1004,WONTHAGGI SECONDARY COLLEGE - DUDLEY CAMPUS,145.580709974972,-38.5922299992014,3995,SOUTH DUDLEY
1005,Bass Coast College - Dudley Campus,145.580709974972,-38.5922299992014,3995,SOUTH DUDLEY
1006,ASHWOOD HIGH SCHOOL,145.103329995756,-37.86452998535,3147,ASHWOOD
1007,BEACONHILLS COLLEGE - VILLAGE CAMPUS,145.357559981872,-38.0501899981552,3806,BERWICK
1008,PLENTY VALLEY CHRISTIAN COLLEGE,145.138799976088,-37.6134500012362,3754,DOREEN
1009,ST LEONARDS COLLEGE,145.007559989413,-37.9286199911642,3187,BRIGHTON EAST
1010,MARYMEDE CATHOLIC COLLEGE,145.091029982064,-37.6433000011278,3752,SOUTH MORANG
1011,ISIK COLLEGE - IBRAHIM DELLAL CAMPUS,144.790649977626,-37.7857600005107,3020,SUNSHINE WEST
1012,MINARET COLLEGE - MAIN CAMPUS,145.148629976681,-37.939029999938,3171,SPRINGVALE
1013,COLLINGWOOD COLLEGE,144.990499978076,-37.8029699942176,3066,COLLINGWOOD
1014,FLEMINGTON SECONDARY COLLEGE,144.917919990696,-37.7842900031436,3031,FLEMINGTON
1015,FLORA HILL SECONDARY COLLEGE,144.297589983112,-36.7757900003415,3550,FLORA HILL
1016,JAMIESON PARK SECONDARY COLLEGE,144.784589975545,-37.7404000048197,3021,ST ALBANS
1017,STATE BANK STAFF COLLEGE,145.150419973709,-38.1801299965487,3199,FRANKSTON SOUTH
1018,UPPER YARRA HIGH SCHOOL,145.623929977574,-37.7921000043367,3797,YARRA JUNCTION
1019,MORDIALLOC CHELSEA HIGH SCHOOL,145.092679992385,-38.0122399935298,3195,ASPENDALE
1020,QUEENS PARK SECONDARY COLLEGE,144.924029980671,-37.7562400013861,3040,ESSENDON
1021,WESTALL SECONDARY COLLEGE - WESTALL ENGLISH LANGUAGE CENTRE,145.136189972719,-37.9402099980858,3169,CLAYTON SOUTH
1022,YARRAWONGA SECONDARY COLLEGE,146.006809982751,-36.0217900025391,3730,YARRAWONGA
1023,RINGWOOD SECONDARY COLLEGE - BINDAREE CAMP,145.731530019721,-38.3363599973747,3988,POOWONG
1024,BAYVIEW COLLEGE,141.605950043392,-38.3452300143504,3305,PORTLAND
1025,NEWBOROUGH HIGH SCHOOL,146.29292000563,-38.1787399991894,3825,NEWBOROUGH
1026,YALLOURN TECHNICAL COLLEGE,146.305979983974,-38.1734600031207,3825,NEWBOROUGH
1027,LYNDALE SECONDARY COLLEGE,145.206709968378,-37.9587699970812,3175,DANDENONG NORTH
1028,LYNDHURST SECONDARY COLLEGE,145.271029977194,-38.0753899962712,3977,CRANBOURNE NORTH
1029,NORTH GEELONG SECONDARY COLLEGE,144.340789995808,-38.1099599954907,3215,NORTH GEELONG
1030,GEELONG NORTH HIGH SCHOOL,144.340789995808,-38.1099599954907,3215,NORTH GEELONG
1031,SHEPPARTON TECHNICAL SCHOOL,145.414029982742,-36.3662399914826,3630,SHEPPARTON
1032,NORWOOD SECONDARY COLLEGE,145.237609990577,-37.7997499962403,3134,RINGWOOD
1033,NORWOOD HIGH SCHOOL,145.237609990577,-37.7997499962403,3134,RINGWOOD
1034,ISIK COLLEGE - KEYSBOROUGH CAMPUS,145.161299981188,-38.005029998222,3173,KEYSBOROUGH
1035,HAILEYBURY GIRLS COLLEGE - BRIGHTON CAMPUS,145.007009991297,-37.9305599921386,3188,HAMPTON
1036,HILLCREST CHRISTIAN COLLEGE,145.363810002918,-38.0846699978056,3978,CLYDE NORTH
1037,BIALIK COLLEGE,145.043380002612,-37.8422599910873,3122,HAWTHORN
1038,SOPHIA MUNDI STEINER SCHOOL - SECONDARY CAMPUS,144.996099983673,-37.8069299936256,3067,ABBOTSFORD
1039,HAILEYBURY GIRLS COLLEGE - KEYSBOROUGH CAMPUS,145.144769984125,-37.9955299990205,3173,KEYSBOROUGH
1040,CHARLTON COLLEGE,143.359639985565,-36.2702999934516,3525,CHARLTON
1041,HERITAGE COLLEGE,145.316529967044,-38.0501999962876,3805,NARRE WARREN SOUTH
1042,YESODEI HATORAH COLLEGE,144.983499967648,-37.8732099931737,3184,ELWOOD
1043,XAVIER COLLEGE - BILLILLA ANNEX CAMPUS,145.001049992738,-37.9177199926508,3186,BRIGHTON
1044,XAVIER COLLEGE - BURKE HALL CAMPUS,145.013860006729,-37.8056599958347,3101,KEW
1045,THE KILMORE INTERNATIONAL SCHOOL - TKIS SUTHERLAND STREET CAMPUS,144.94904999337,-37.3007600022496,3764,KILMORE
1046,THE KILMORE INTERNATIONAL SCHOOL,144.953209993634,-37.3010100025352,3764,KILMORE
1047,CREEKSIDE K-9 COLLEGE,144.738039984252,-37.7344400036397,3023,CAROLINE SPRINGS
1048,WAVERLEY CHRISTIAN COLLEGE - WAVERLEY CHRISTIAN COLLEGE - NARRE WARREN SOUTH,145.299999985915,-38.0503699971353,3805,NARRE WARREN SOUTH
1049,CATHEDRAL COLLEGE WANGARATTA - MURDOCH ROAD CAMPUS,146.329919964747,-36.3859299885606,3677,WANGARATTA
1050,WAVERLEY CHRISTIAN COLLEGE,145.215309969575,-37.8801199951908,3152,WANTIRNA SOUTH
1051,MACLEOD COLLEGE,145.072219985438,-37.72473000234,3085,MACLEOD
1052,WEDDERBURN COLLEGE,143.618780007714,-36.4170099955084,3518,WEDDERBURN
1053,GENAZZANO FCJ COLLEGE,145.055790008093,-37.8089599887334,3101,KEW
1054,LEIBLER YAVNEH COLLEGE,145.00663000048,-37.8928599908793,3185,ELSTERNWICK
1055,WESLEY COLLEGE - ELSTERNWICK CAMPUS,145.009770001273,-37.8897399910753,3185,ELSTERNWICK
1056,"WESLEY COLLEGE - ST KILDA ROAD, MIDDLE AND SENIOR SCHOOL",144.982149969538,-37.8488199969302,3004,MELBOURNE
1057,HAILEYBURY COLLEGE - BERWICK CAMPUS,145.363129980586,-38.0440499965071,3806,BERWICK
1058,HAILEYBURY COLLEGE - KEYSBOROUGH CAMPUS,145.146439984784,-37.9959699981386,3173,KEYSBOROUGH
1059,BRUNSWICK SECONDARY COLLEGE - BRUNSWICK ENGLISH LANGUAGE CENTRE,144.95574996857,-37.771040000643,3056,BRUNSWICK
1060,GLEN EIRA COLLEGE - GLEN EIRA ENGLISH LANGUAGE CENTRE,145.038049993791,-37.8857099919904,3145,CAULFIELD EAST
1061,HUME CENTRAL SECONDARY COLLEGE - HUME CENTRAL ENGLISH LANGUAGE CAMPUS,144.93029998993,-37.6790400023341,3047,BROADMEADOWS
1062,WHEELERS HILL SECONDARY COLLEGE,145.181739977101,-37.9101299950497,3150,WHEELERS HILL
1063,WHEELERS HILL HIGH SCHOOL,145.181739977101,-37.9101299950497,3150,WHEELERS HILL
1064,WHITE HILLS SECONDARY COLLEGE,144.297649995854,-36.7387400031107,3550,WHITE HILLS
1065,WHITE HILLS TECHNICAL SCHOOL,144.297649995854,-36.7387400031107,3550,WHITE HILLS
1066,WEEROONA COLLEGE BENDIGO,144.297649995854,-36.7387400031107,3550,WHITE HILLS
1067,BELL PARK TECHNICAL SCHOOL,144.334870007302,-38.1056799960749,3215,BELL PARK
1068,QUEENSCLIFF HIGH SCHOOL,144.646809994874,-38.2684599947929,3225,QUEENSCLIFF
1069,BELMONT HIGH SCHOOL,144.330559974684,-38.1756500012196,3216,BELMONT
1070,MAROONDAH SECONDARY COLLEGE,145.262019986816,-37.795509997911,3136,CROYDON
1071,MAROONDAH HIGH SCHOOL,145.262019986816,-37.795509997911,3136,CROYDON
1072,MELBA SECONDARY COLLEGE - SENIOR CAMPUS,145.262019986816,-37.795509997911,3136,CROYDON
1073,MARYVALE HIGH SCHOOL,146.427639966704,-38.2240099974481,3840,MORWELL
1074,MATTHEW FLINDERS GIRLS SECONDARY COLLEGE,144.353209970437,-38.1495899975509,3220,GEELONG
1075,MATTHEWS FLINDERS GIRLS HIGH SCHOOL,144.353209970437,-38.1495899975509,3220,GEELONG
