,pri_school,longitude,latitude,postcode,suburb
827,BURNLEY PRIMARY SCHOOL,145.010419986873,-37.8281800007385,3121,BURNLEY
828,BURRAMINE SOUTH PRIMARY SCHOOL,145.850979978227,-36.0554000215029,3730,BURRAMINE SOUTH
829,BUNDOORA PRIMARY SCHOOL,145.06875999626,-37.6859600018609,3083,BUNDOORA
830,BYRNE PRIMARY SCHOOL,146.377919980756,-36.5370699870889,3678,DOCKER
831,BYRNESIDE PRIMARY SCHOOL,145.161259961726,-36.3992900080977,3617,BYRNESIDE
832,CABBAGE TREE PRIMARY SCHOOL,148.717369894212,-37.6998500009732,3889,CABBAGE TREE CREEK
833,KEILOR VIEWS PRIMARY SCHOOL,144.809189987723,-37.717650004343,3038,KEILOR DOWNS
834,CALDERMEADE PRIMARY SCHOOL,145.551259986418,-38.2406799999612,3984,CALDERMEADE
835,CALIFORNIA GULLY PRIMARY SCHOOL,144.249859974411,-36.7332100029468,3556,CALIFORNIA GULLY
836,BUXTON PRIMARY SCHOOL,145.709049971679,-37.421400004078,3711,BUXTON
837,CAMBERWELL PRIMARY SCHOOL,145.05804998111,-37.8326799890358,3124,CAMBERWELL
838,CAMELOT RISE PRIMARY SCHOOL,145.187779979996,-37.8652799951902,3150,GLEN WAVERLEY
839,DRIFFIELD PRIMARY SCHOOL,146.333760000735,-38.2692900007668,3840,DRIFFIELD
840,DROMANA PRIMARY SCHOOL,144.959649979736,-38.3396399974121,3936,DROMANA
841,DROUIN PRIMARY SCHOOL,145.853839965722,-38.1328599988969,3818,DROUIN
842,DROUIN SOUTH PRIMARY SCHOOL,145.826819977098,-38.1705700001858,3818,DROUIN SOUTH
843,DROUIN WEST PRIMARY SCHOOL,145.871719981878,-38.0871099999018,3818,DROUIN WEST
844,TYABB RAILWAY STATION PRIMARY SCHOOL,145.192499959198,-38.261949997964,3913,TYABB
845,TYERS PRIMARY SCHOOL,146.477549971942,-38.1491099976994,3844,TYERS
846,TYLDEN PRIMARY SCHOOL,144.408779985028,-37.3249700001151,3444,TYLDEN
847,UPFIELD PRIMARY SCHOOL,144.944310011652,-37.6684599982243,3047,DALLAS
848,UPPER FERNTREE GULLY PRIMARY SCHOOL,145.314329974648,-37.8955999951774,3156,UPPER FERNTREE GULLY
849,UPPER PLENTY PRIMARY SCHOOL,145.057869985578,-37.4237100024746,3756,UPPER PLENTY
850,SANDY CREEK UPPER PRIMARY SCHOOL,147.112920099935,-36.3548499764494,3695,SANDY CREEK
851,WALES STREET PRIMARY SCHOOL,145.008830023406,-37.7615100022159,3071,THORNBURY
852,WALLAN PRIMARY SCHOOL,144.975039978063,-37.4114700007197,3756,WALLAN
853,WALWA PRIMARY SCHOOL,147.732150162947,-35.9642299203769,3709,WALWA
854,WANDILIGONG PRIMARY SCHOOL,146.982919996339,-36.7688599811472,3744,WANDILIGONG
855,WANDIN EAST PRIMARY SCHOOL,145.452639952118,-37.8106800003417,3139,WANDIN EAST
856,WANDIN YALLOCK PRIMARY SCHOOL,145.435949965289,-37.790249998041,3139,WANDIN NORTH
857,Wandocka School,146.877089990514,-38.0251299910341,3858,DENISON
858,WANDONG PRIMARY SCHOOL,145.027859992544,-37.3603000030166,3758,WANDONG
859,MODEWARRE PRIMARY SCHOOL,144.137919997574,-38.2537400371022,3240,MODEWARRE
860,MOE (SOUTH STREET) PRIMARY SCHOOL,146.260059981844,-38.1831899987942,3825,MOE
861,BUNGAREE PRIMARY SCHOOL,144.007099985224,-37.5575899963601,3352,BUNGAREE
862,WAVERLEY NORTH PRIMARY SCHOOL,145.129870002077,-37.8651299861845,3149,MOUNT WAVERLEY
863,WAVERLEY PARK PRIMARY SCHOOL,145.182919970505,-37.9317899962655,3170,MULGRAVE
864,WEEDEN HEIGHTS PRIMARY SCHOOL,145.177639991432,-37.8591599924499,3133,VERMONT SOUTH
865,WELLINGTON PRIMARY SCHOOL,145.167089971366,-37.9217899981078,3170,MULGRAVE
866,MOOLAP PRIMARY SCHOOL,144.424309976628,-38.1709599963749,3224,MOOLAP
867,MOOMBA PARK PRIMARY SCHOOL,144.967220007741,-37.6957600029592,3060,FAWKNER
868,MOONDARRA PRIMARY SCHOOL,146.37513996987,-38.0220700052976,3825,MOONDARRA
869,MOONEE PONDS CENTRAL SCHOOL,144.93298999335,-37.7633400020413,3039,MOONEE PONDS
870,MOONEE PONDS PRIMARY SCHOOL,144.93298999335,-37.7633400020413,3039,MOONEE PONDS
871,MOONEE PONDS WEST PRIMARY SCHOOL,144.909329977845,-37.7689500004631,3039,MOONEE PONDS
872,MOORABBIN HEIGHTS PRIMARY SCHOOL,145.069419986984,-37.9345099874482,3165,BENTLEIGH EAST
873,EAST BENTLEIGH PRIMARY SCHOOL,145.069419986984,-37.9345099874482,3165,BENTLEIGH EAST
874,MOORABBIN PRIMARY SCHOOL,145.039589959363,-37.9420199934444,3189,MOORABBIN
875,MORDIALLOC PRIMARY SCHOOL,145.088809991794,-38.005579993222,3195,MORDIALLOC
876,MORDIALLOC BEACH PRIMARY SCHOOL,145.088809991794,-38.005579993222,3195,MORDIALLOC
877,MORELAND PRIMARY SCHOOL,144.966480002445,-37.755050001277,3058,COBURG
878,MORIAC PRIMARY SCHOOL,144.175569979192,-38.2413900214764,3240,MORIAC
879,DRUMMARTIN PRIMARY SCHOOL,144.429309932846,-36.4434600108996,3570,DRUMMARTIN
880,MORNINGTON PRIMARY SCHOOL,145.04308997799,-38.2218099964082,3931,MORNINGTON
881,WAAIA-YALCA SOUTH PRIMARY SCHOOL,145.328479977241,-36.0512400504612,3637,WAAIA
882,MORWELL PRIMARY SCHOOL COMMERCIAL ROAD,146.40069997769,-38.2384599985363,3840,MORWELL
883,COMMERCIAL ROAD PRIMARY SCHOOL - MORWELL,146.40069997769,-38.2384599985363,3840,MORWELL
884,COLLINS STREET PRIMARY SCHOOL,146.396529975016,-38.2334599971958,3840,MORWELL
885,TOBRUK STREET PRIMARY SCHOOL,146.417369963437,-38.2328999977399,3840,MORWELL
886,MORWELL PRIMARY SCHOOL TOBRUK STREET,146.417369963437,-38.2328999977399,3840,MORWELL
887,BALLENDELLA PRIMARY SCHOOL,144.664310010401,-36.3128999997096,3561,BALLENDELLA
888,BALWYN NORTH PRIMARY SCHOOL,145.077039981746,-37.7966999921188,3104,BALWYN NORTH
889,CAMP HILL PRIMARY SCHOOL,144.27804001542,-36.7557100019332,3550,BENDIGO
890,CAMPBELLFIELD HEIGHTS PRIMARY SCHOOL,144.965869962294,-37.6743300027337,3061,CAMPBELLFIELD
891,CARBOOR UPPER PRIMARY SCHOOL,146.548480000806,-36.6412399844551,3678,CARBOOR
892,CARLSRUHE PRIMARY SCHOOL,144.503759989171,-37.2829000021441,3442,CARLSRUHE
893,CARLTON NORTH PRIMARY SCHOOL,144.973029988401,-37.7910599979483,3054,CARLTON NORTH
894,CARLTON PRIMARY SCHOOL,144.969469988819,-37.8021099977734,3053,CARLTON
895,CARLTON GARDENS PRIMARY SCHOOL,144.969469988819,-37.8021099977734,3053,CARLTON
896,CARNEGIE PRIMARY SCHOOL,145.054509989376,-37.8907399941523,3163,CARNEGIE
897,Carrajung Primary School,146.698200001796,-38.3692899966103,3844,CARRAJUNG
898,CARRINGTON PRIMARY SCHOOL,145.246489978898,-37.8914799944266,3180,KNOXFIELD
899,BANYAN FIELDS PRIMARY SCHOOL,145.187910010616,-38.0945999976168,3201,CARRUM DOWNS
900,CASTLEMAINE NORTH PRIMARY SCHOOL,144.218989994741,-37.0578299989792,3450,CASTLEMAINE
901,CASTLEMAINE PRIMARY SCHOOL,144.222329978283,-37.0666000002522,3450,CASTLEMAINE
902,CERES PRIMARY SCHOOL,144.26673001218,-38.1735500100171,3221,CERES
903,MALVERN VALLEY PRIMARY SCHOOL,145.081489994781,-37.8806999919458,3145,MALVERN EAST
904,ELPHINSTONE PRIMARY SCHOOL,144.332900009613,-37.1049999937364,3448,ELPHINSTONE
905,ELSTERNWICK PRIMARY SCHOOL,144.997290002263,-37.8914199912305,3186,BRIGHTON
906,ELTHAM EAST PRIMARY SCHOOL,145.154859993605,-37.7114299999564,3095,ELTHAM
907,ELTHAM PRIMARY SCHOOL,145.147799978341,-37.7249799995527,3095,ELTHAM
908,CHESHUNT SOUTH PRIMARY SCHOOL,146.395700004722,-36.8267899852709,3678,CHESHUNT
909,TOBRUK STREET PRIMARY SCHOOL - MORWELL,146.417369963437,-38.2328999977399,3840,MORWELL
910,CHEWTON PRIMARY SCHOOL,144.261159985099,-37.0823299998888,3451,CHEWTON
911,CHILTERN PRIMARY SCHOOL,146.606599972949,-36.1470699876021,3683,CHILTERN
912,ESSENDON PRIMARY SCHOOL,144.921039975529,-37.7531000011628,3040,ESSENDON
913,ESSEX HEIGHTS PRIMARY SCHOOL,145.115640004785,-37.8629899871893,3149,MOUNT WAVERLEY
914,EUMEMMERRING PRIMARY SCHOOL,145.248479967784,-37.997629998222,3177,EUMEMMERRING
915,EUROA PRIMARY SCHOOL,145.572080007446,-36.7559600041208,3666,EUROA
916,EVERTON PRIMARY SCHOOL,146.544539979094,-36.4353199898297,3678,EVERTON
917,EVERTON UPPER PRIMARY SCHOOL,146.522639957422,-36.3937399939241,3678,EVERTON UPPER
918,CLIFTON CREEK PRIMARY SCHOOL,147.659399991248,-37.702079995821,3875,CLIFTON CREEK
919,FAWKNER EAST PRIMARY SCHOOL,144.973759980452,-37.7156800025302,3060,FAWKNER
920,FAWKNER PRIMARY SCHOOL,144.974759980327,-37.7152400025959,3060,FAWKNER
921,FERNY CREEK PRIMARY SCHOOL,145.334729987369,-37.8842099965314,3786,FERNY CREEK
922,SEAFORD NORTH PRIMARY SCHOOL,145.133609976625,-38.0901599968334,3198,SEAFORD
923,SEAHOLME PRIMARY SCHOOL,144.839909983615,-37.8642099983335,3018,SEAHOLME
924,SEASPRAY PRIMARY SCHOOL,147.170619997617,-38.3564899956261,3851,SEASPRAY
925,SEAVIEW PRIMARY SCHOOL,145.934309982451,-38.2809599966187,3821,SEAVIEW
926,SEBASTIAN PRIMARY SCHOOL,144.189589996465,-36.6040100001945,3556,SEBASTIAN
927,SHELBOURNE PRIMARY SCHOOL,144.018759987276,-36.8620700037626,3515,SHELBOURNE
928,TOONGABBIE PRIMARY SCHOOL,146.625179980314,-38.0569699981756,3856,TOONGABBIE
929,TOORA PRIMARY SCHOOL,146.327989999583,-38.6635200047637,3962,TOORA
930,TOORADIN PRIMARY SCHOOL,145.378489993535,-38.2076299975914,3980,TOORADIN
931,TOORAK CENTRAL SCHOOL,145.009869985122,-37.8451299948059,3142,TOORAK
932,TOORAK PRIMARY SCHOOL,145.00990998512,-37.8450799948083,3142,TOORAK
933,TOORLOO ARM PRIMARY SCHOOL,148.050970000407,-37.8525400031382,3909,TOORLOO ARM
934,TRARALGON EAST PRIMARY SCHOOL,146.550699978068,-38.2084599995312,3844,TRARALGON
935,GREY STREET PRIMARY SCHOOL,146.53712000629,-38.1930499984197,3844,TRARALGON
936,TRARALGON PRIMARY SCHOOL GREY STREET,146.53712000629,-38.1930499984197,3844,TRARALGON
937,GREY STREET PRIMARY SCHOOL (TRARALGON),146.53712000629,-38.1930499984197,3844,TRARALGON
938,TRARALGON PRIMARY SCHOOL KOSCIUSKO STREET,146.515359992341,-38.1992699998319,3844,TRARALGON
939,TRARALGON (KOSCIUSZKO STREET) PRIMARY SCHOOL,146.515359992341,-38.1992699998319,3844,TRARALGON
940,TRARALGON SOUTH PRIMARY SCHOOL,146.54013992923,-38.2972599962908,3844,TRARALGON SOUTH
941,STOCKDALE ROAD PRIMARY SCHOOL,146.524169984918,-38.1899800014325,3844,TRARALGON
942,TRARALGON PRIMARY SCHOOL,146.524169984918,-38.1899800014325,3844,TRARALGON
943,TRENTHAM DISTRICT PRIMARY SCHOOL,144.328089992331,-37.3879699981919,3458,TRENTHAM
944,TRENTHAM PRIMARY SCHOOL,144.328089992331,-37.3879699981919,3458,TRENTHAM
945,BUCKLEY PRIMARY SCHOOL,144.073479959257,-38.2320700387913,3240,BUCKLEY
946,BUDGEREE PRIMARY SCHOOL,146.330979965033,-38.4134599994504,3870,BUDGEREE
947,DEER PARK NORTH PRIMARY SCHOOL,144.774029976688,-37.7561400042035,3023,DEER PARK
948,CAIRNLEA PARK PRIMARY SCHOOL,144.787999977973,-37.7588600041648,3023,CAIRNLEA
949,DEER PARK WEST PRIMARY SCHOOL,144.764439989652,-37.7720000016539,3023,DEER PARK
950,DERINYA PRIMARY SCHOOL,145.120939982523,-38.1744400004775,3199,FRANKSTON SOUTH
951,DEVENISH PRIMARY SCHOOL,145.894339980472,-36.3265400033845,3726,DEVENISH
952,DIGGERS REST PRIMARY SCHOOL,144.709229982159,-37.6226299990046,3427,DIGGERS REST
953,DINGEE PRIMARY SCHOOL,144.234869978206,-36.3615100036015,3571,DINGEE
954,DINGLEY PRIMARY SCHOOL,145.132499954693,-37.9825999960931,3172,DINGLEY VILLAGE
955,BULN BULN PRIMARY SCHOOL,145.938170004866,-38.099349997776,3821,BULN BULN
956,DIAMOND CREEK PRIMARY SCHOOL,145.15165999549,-37.6718500004887,3089,DIAMOND CREEK
957,DONVALE PRIMARY SCHOOL,145.173779999567,-37.8004099898183,3111,DONVALE
958,DOOKIE PRIMARY SCHOOL,145.682789981537,-36.3310699982529,3646,DOOKIE
959,DON VALLEY PRIMARY SCHOOL,145.587409984477,-37.7602000035459,3139,DON VALLEY
960,DONBURN PRIMARY SCHOOL,145.16552999142,-37.7874599911669,3109,DONCASTER EAST
961,Niddrie Autistic School,144.887289970333,-37.7442500018092,3042,NIDDRIE
962,DOVETON NORTH PRIMARY SCHOOL,145.237369974235,-37.9840099983656,3177,DOVETON
963,DOVETON PRIMARY SCHOOL,145.237369974235,-37.9840099983656,3177,DOVETON
964,DOVETON PRIMARY SCHOOL,145.244029973364,-37.990399998868,3177,DOVETON
965,GUTHRIE STREET PRIMARY SCHOOL,145.39152998495,-36.3987399851149,3630,SHEPPARTON
966,DONCASTER HEIGHTS PRIMARY SCHOOL,145.144309985652,-37.7915099927251,3109,DONCASTER EAST
967,DONCASTER PARK PRIMARY SCHOOL,145.106809988608,-37.7873499941112,3108,DONCASTER
968,DONCASTER PRIMARY SCHOOL,145.129670005706,-37.7867999956848,3108,DONCASTER
969,MERRI PRIMARY SCHOOL,144.987389972441,-37.7769700008434,3068,FITZROY NORTH
970,MERRIGUM PRIMARY SCHOOL,145.129659991083,-36.3693200027234,3618,MERRIGUM
971,TULLAMARINE PRIMARY SCHOOL,144.879569982203,-37.702200002023,3043,TULLAMARINE
972,MERRIJIG PRIMARY SCHOOL,146.256880000212,-37.1028000047775,3723,MERRIJIG
973,MERRILANDS PRIMARY SCHOOL,145.005979994779,-37.698180001627,3073,RESERVOIR
974,MICKLEHAM PRIMARY SCHOOL,144.876549992635,-37.5635000009544,3064,MICKLEHAM
975,MILGATE PRIMARY SCHOOL,145.175190004247,-37.7737999887505,3109,DONCASTER EAST
976,MILLWARRA PRIMARY SCHOOL MILLGROVE CAMPUS,145.651389964176,-37.7535999970494,3799,MILLGROVE
977,MILLGROVE PRIMARY SCHOOL,145.651389964176,-37.7535999970494,3799,MILLGROVE
978,MILLWARRA PRIMARY SCHOOL WARBURTON EAST CAMPUS,145.73555998201,-37.7416500049791,3799,EAST WARBURTON
979,WARBURTON EAST PRIMARY SCHOOL,145.73555998201,-37.7416500049791,3799,EAST WARBURTON
980,MIMOSA PRIMARY SCHOOL,145.181809983643,-37.8778999918549,3150,GLEN WAVERLEY
981,MILLBROOK PRIMARY SCHOOL,144.049869982797,-37.5873499973032,3352,MILLBROOK
982,MITIAMO PRIMARY SCHOOL,144.231260018154,-36.2073500053786,3573,MITIAMO
983,MILLEARA PRIMARY SCHOOL,144.855699961635,-37.7551300017295,3034,AVONDALE HEIGHTS
984,MITTA MITTA PRIMARY SCHOOL,147.379479990359,-36.5334099652954,3701,MITTA MITTA
985,MITTA NORTH PRIMARY SCHOOL,147.350700013029,-36.4751299676695,3701,MITTA MITTA
986,PINE LODGE PRIMARY SCHOOL,145.537639994722,-36.364009999169,3631,PINE LODGE
987,MONT ALBERT PRIMARY SCHOOL,145.102729963498,-37.8130799879897,3127,MONT ALBERT
988,MONTAGUE PRIMARY SCHOOL,144.950139995073,-37.8306799966296,3006,SOUTHBANK
989,MONTMORENCY PRIMARY SCHOOL,145.121599994673,-37.717649999698,3094,MONTMORENCY
990,MONTMORENCY SOUTH PRIMARY SCHOOL,145.129889998444,-37.7249199983154,3094,MONTMORENCY
991,MONTPELLIER PRIMARY SCHOOL,144.316119998223,-38.166270005213,3216,HIGHTON
992,POOWONG CONSOLIDATED SCHOOL,145.769699990286,-38.342480000145,3988,POOWONG
993,POOWONG EAST PRIMARY SCHOOL,145.832090000456,-38.29789999935,3988,POOWONG EAST
994,POOWONG NORTH PRIMARY SCHOOL,145.799029982047,-38.2998499989865,3988,POOWONG NORTH
995,POREPUNKAH PRIMARY SCHOOL,146.911019998366,-36.699479979207,3740,POREPUNKAH
996,MOOROODUC PRIMARY SCHOOL,145.105169973139,-38.248089997842,3933,MOOROODUC
997,MOOROOLBARK EAST PRIMARY SCHOOL,145.33570997502,-37.7867999979948,3138,MOOROOLBARK
998,MOOROOPNA NORTH PRIMARY SCHOOL,145.298489997643,-36.3291400131674,3629,MOOROOPNA NORTH
999,MOOROOPNA NORTH WEST PRIMARY SCHOOL,145.240419980373,-36.3554000102982,3616,MOOROOPNA NORTH WEST
1000,MOOROOPNA PARK PRIMARY SCHOOL,145.345939985429,-36.3801000088058,3629,MOOROOPNA
1001,MOOROOPNA PRIMARY SCHOOL,145.360289979869,-36.3913600058811,3629,MOOROOPNA
1002,PRESTON NORTH EAST PRIMARY SCHOOL,145.029459984929,-37.7330500014539,3072,PRESTON
1003,PRESTON PRIMARY SCHOOL,145.010309974515,-37.730550002125,3072,PRESTON
1004,PRESTON SOUTH PRIMARY SCHOOL,145.007450004128,-37.7478700010366,3072,PRESTON
1005,PRESTON WEST PRIMARY SCHOOL,144.995530015332,-37.7373700031548,3072,PRESTON
1006,PRINCES HILL PRIMARY SCHOOL,144.968099990414,-37.7803999995451,3054,PRINCES HILL
1007,PUCKAPUNYAL PRIMARY SCHOOL,145.033509986911,-37.0026300031503,3662,PUCKAPUNYAL
1008,QUEENSCLIFF PRIMARY SCHOOL,144.656210006344,-38.2672199944159,3225,QUEENSCLIFF
1009,MIDDLE INDIGO PRIMARY SCHOOL,146.724839978841,-36.156010032556,3688,INDIGO VALLEY
1010,RAVENSWOOD SOUTH PRIMARY SCHOOL,144.238480007463,-36.9492900005686,3453,RAVENSWOOD SOUTH
1011,RAYWOOD PRIMARY SCHOOL,144.204799998397,-36.5394700007749,3570,RAYWOOD
1012,CARAG CARAG PRIMARY SCHOOL,144.914029989305,-36.4673499955752,3623,CARAG CARAG
1013,CANN RIVER PRIMARY SCHOOL,149.152640002201,-37.570959984907,3890,CANN RIVER
1014,EAGLEHAWK PRIMARY SCHOOL,144.254260014949,-36.7205800031544,3556,EAGLEHAWK
1015,ECHUCA CENTRAL PRIMARY SCHOOL,144.749029966246,-36.1301299732291,3564,ECHUCA
1016,ECHUCA EAST PRIMARY SCHOOL,144.761109968873,-36.1340499650689,3564,ECHUCA
1017,ECHUCA PRIMARY SCHOOL,144.747459952699,-36.1281999601108,3564,ECHUCA
1018,ECHUCA SOUTH PRIMARY SCHOOL,144.743759982967,-36.1412400039456,3564,ECHUCA
1019,ECHUCA VILLAGE PRIMARY SCHOOL,144.81402978076,-36.1387398326743,3564,ECHUCA VILLAGE
1020,ECHUCA WEST PRIMARY SCHOOL,144.709590040102,-36.1651300057998,3564,ECHUCA
1021,EDI UPPER PRIMARY SCHOOL,146.448810006737,-36.7064699724424,3678,EDI UPPER
1022,EDITHVALE PRIMARY SCHOOL,145.112969979055,-38.0374899960841,3196,EDITHVALE
1023,ELAINE PRIMARY SCHOOL,144.037650004525,-37.7770699956867,3334,ELAINE
1024,ELIZABETH STREET PRIMARY SCHOOL,146.246259971534,-38.1892899998159,3825,MOE
1025,ELLINBANK PRIMARY SCHOOL,145.935629973958,-38.2402299964631,3821,ELLINBANK
1026,EMERALD PRIMARY SCHOOL,145.442429978156,-37.9333799973855,3782,EMERALD
1027,ENSAY PRIMARY SCHOOL,147.833479989258,-37.3723499895949,3895,ENSAY
1028,EPPALOCK PRIMARY SCHOOL,144.38772995228,-36.8417699976867,3551,AXE CREEK
1029,EPPING PRIMARY SCHOOL - HIGH STREET CAMPUS,145.02555999711,-37.6455400026418,3076,EPPING
1030,ELWOOD PRIMARY SCHOOL,144.988359982898,-37.8815099915577,3184,ELWOOD
1031,EPSOM PRIMARY SCHOOL,144.312689994749,-36.7050500018838,3551,EPSOM
1032,ESKDALE PRIMARY SCHOOL,147.251249977388,-36.465269967866,3701,ESKDALE
1033,FAIRWAY PRIMARY SCHOOL,145.135699983314,-38.134849996253,3199,FRANKSTON
1034,EXFORD PRIMARY SCHOOL,144.558789973191,-37.745289998687,3338,EXFORD
1035,FALLS CREEK PRIMARY SCHOOL,147.279760012949,-36.8643099916624,3699,FALLS CREEK
1036,FAIRFIELD NORTH PRIMARY SCHOOL,145.02125999495,-37.7642900020853,3071,THORNBURY
1037,FAIRHILLS PRIMARY SCHOOL,145.264799978139,-37.8695999955644,3156,FERNTREE GULLY
1038,EUMEMMERING CREEK,145.264799978139,-37.8695999955644,3156,FERNTREE GULLY
1039,FISH CREEK & DISTRICT PRIMARY SCHOOL,146.084309989258,-38.6945699980527,3959,FISH CREEK
1040,INVERGORDON PRIMARY SCHOOL,145.6111000103,-36.1456800169569,3636,INVERGORDON
1041,INVERLEIGH PRIMARY SCHOOL,144.054689965185,-38.1009400167757,3321,INVERLEIGH
1042,INVERLOCH PRIMARY SCHOOL,145.728620005109,-38.6311999989717,3996,INVERLOCH
1043,IRAMOO PRIMARY SCHOOL,144.628569976053,-37.8958699962817,3024,WYNDHAM VALE
1044,Ivanhoe East Primary School Warncliffe Road Campus,145.05945999921,-37.7745699977722,3079,IVANHOE EAST
1045,IVANHOE PRIMARY SCHOOL,145.042979969938,-37.7665700005902,3079,IVANHOE
1046,JACANA PRIMARY SCHOOL,144.913339969829,-37.6886000012373,3047,JACANA
1047,TINTERNVALE PRIMARY SCHOOL,145.265339983709,-37.8184099972842,3135,RINGWOOD EAST
1048,TOOBORAC PRIMARY SCHOOL,144.798149981652,-37.0397800043518,3522,TOOBORAC
1049,TOOLANGI PRIMARY SCHOOL,145.472499979371,-37.5353700100212,3777,TOOLANGI
1050,TOOLERN VALE PRIMARY SCHOOL,144.594229970745,-37.6062799961904,3337,TOOLERN VALE
1051,TOOLERN VALE AND DISTRICT PRIMARY SCHOOL,144.594229970745,-37.6062799961904,3337,TOOLERN VALE
1052,TOOTGAROOK PRIMARY SCHOOL,144.857319968593,-38.3694799966208,3941,TOOTGAROOK
1053,TOTTENHAM PRIMARY SCHOOL,144.860140016984,-37.8004000003118,3012,WEST FOOTSCRAY
1054,TRAFALGAR PRIMARY SCHOOL,146.088759971472,-38.2115099974111,3823,YARRAGON
1055,TRAGOWEL PLAINS PRIMARY SCHOOL,143.985149957778,-35.8559598471789,3579,TRAGOWEL
1056,TRAGOWEL PRIMARY SCHOOL,143.985149957778,-35.8559598471789,3579,TRAGOWEL
1057,MEAD PRIMARY SCHOOL,144.123479918353,-35.8253992689075,3568,MEAD
1058,MEADOW FAIR NORTH PRIMARY SCHOOL,144.92194997317,-37.6716500007187,3047,BROADMEADOWS
1059,MEADOWGLEN PRIMARY SCHOOL,145.053090007665,-37.6427499995145,3076,EPPING
1060,MEERLIEU PRIMARY SCHOOL,147.388200066199,-38.00123999334,3862,MEERLIEU
1061,DEDERANG PRIMARY SCHOOL,147.015310011348,-36.4692599846909,3691,DEDERANG
1062,GOORAM PRIMARY SCHOOL,145.59598003277,-36.8717900015534,3666,GOORAM
1063,DEVON NORTH PRIMARY SCHOOL,146.647920008405,-38.5190100107446,3971,DEVON NORTH
1064,DIAMOND CREEK EAST PRIMARY SCHOOL,145.165599984829,-37.6741899994671,3089,DIAMOND CREEK
1065,PORT MELBOURNE PRIMARY SCHOOL,144.933810006408,-37.8353199965436,3207,PORT MELBOURNE
1066,GRAHAMVALE PRIMARY SCHOOL,145.430720001976,-36.3571999945955,3631,GRAHAMVALE
1067,GRANITE ROCK PRIMARY SCHOOL,147.637089980264,-37.7640099904435,3875,WY YUNG
1068,GREENSBOROUGH PRIMARY SCHOOL,145.100499984857,-37.7035700021555,3088,GREENSBOROUGH
1069,GREENSLOPES PRIMARY SCHOOL,145.212779968447,-37.966649998551,3175,DANDENONG NORTH
1070,GREENVALE PRIMARY SCHOOL,144.886179984775,-37.6398300020848,3059,GREENVALE
1071,GREENWOOD PRIMARY SCHOOL,145.062989980929,-37.7073400005971,3083,BUNDOORA
1072,GRETA PRIMARY SCHOOL,146.27708995761,-36.5520699897372,3675,GRETA
1073,GRETA VALLEY PRIMARY SCHOOL,146.286259995879,-36.5981799897102,3675,HANSONVILLE
1074,GRETA WEST PRIMARY SCHOOL,146.227089966301,-36.5301299899174,3675,GRETA WEST
1075,GREYTHORN PRIMARY SCHOOL,145.095959960948,-37.8014299894508,3104,BALWYN NORTH
1076,GRIMSHAW PRIMARY SCHOOL,145.069590002968,-37.6965099979836,3083,BUNDOORA
1077,GROVEDALE PRIMARY SCHOOL,144.347759981322,-38.1976400014859,3216,GROVEDALE
1078,GRUYERE PRIMARY SCHOOL,145.450389966058,-37.7340899967067,3770,GRUYERE
1079,GREENHILLS PRIMARY SCHOOL,145.118649997955,-37.6922800013366,3088,GREENSBOROUGH
1080,GUILDFORD PRIMARY SCHOOL,144.164590016435,-37.1517900000246,3451,GUILDFORD
1081,GUNBOWER ISLAND PRIMARY SCHOOL,144.385700228928,-35.9162398956324,3566,GUNBOWER
1082,GUNBOWER PRIMARY SCHOOL,144.372320242276,-35.9546299509991,3566,GUNBOWER
1083,GUNDOWRING PRIMARY SCHOOL,147.014870011416,-36.4692899846574,3691,DEDERANG
1084,GUTHRIDGE PRIMARY SCHOOL,147.08383002107,-38.0956999843066,3850,SALE
1085,HALLSTON PRIMARY SCHOOL,146.031809992144,-38.3592899981736,3953,HALLSTON
1086,HAMLYN HEIGHTS PRIMARY SCHOOL,144.327369997365,-38.1176299966549,3215,HAMLYN HEIGHTS
1087,BELL POST HILL PRIMARY SCHOOL,144.327369997365,-38.1176299966549,3215,HAMLYN HEIGHTS
1088,HAMPTON PARK EAST PRIMARY SCHOOL,145.261389966409,-38.0347099963491,3976,HAMPTON PARK
1089,HARKAWAY PRIMARY SCHOOL,145.345169975552,-38.0008499959835,3806,HARKAWAY
1090,AVENEL PRIMARY SCHOOL,145.234719987972,-36.9013700003946,3664,AVENEL
1091,HALLAM VALLEY PRIMARY SCHOOL,145.318099958985,-38.03930999633,3805,NARRE WARREN
1092,MIDDLE KINGLAKE PRIMARY SCHOOL,145.315679984569,-37.5052100038388,3757,KINGLAKE CENTRAL
1093,MIDDLEFIELD PRIMARY SCHOOL,145.152089996206,-37.8015099893248,3130,BLACKBURN NORTH
1094,PICOLA PRIMARY SCHOOL,145.118199992827,-35.9987400545396,3639,PICOLA
1095,PINES FOREST PRIMARY SCHOOL,145.146259980753,-38.1231799969108,3200,FRANKSTON NORTH
1096,FRANKSTON FOREST PRIMARY SCHOOL,145.146259980753,-38.1231799969108,3200,FRANKSTON NORTH
1097,PINEWOOD PRIMARY SCHOOL,145.142339980161,-37.8901199942005,3149,MOUNT WAVERLEY
1098,POINT COOK PREP - YEAR 9 COLLEGE,144.748479973469,-37.9206799974962,3030,POINT COOK
1099,POINT LONSDALE PRIMARY SCHOOL,144.621129964774,-38.2744299931083,3225,POINT LONSDALE
