street_adress,suburb,postcode,area,property_type,bedrooms,bathrooms,carspaces,price,time,latitude,longitude
"16/37 Robinson Rd, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,Townhouse,2.0,1.0,2,795,2022-08-23T15:05:54,-37.83229,145.04155
"76B Oakleigh Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,4.0,3.0,1,900,2022-08-23T14:55:54,-37.8993149,145.052826
"1701a/60 Dorcas Street, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,400,2022-08-23T14:40:20,-37.8304672,144.967941
"1/1062 Burke Rd, Balwyn North",BALWYN NORTH,3104,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-23T14:22:12,-37.800602,145.06279
"1312/35 Albert Rd, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,590,2022-08-23T13:38:35,-37.8346939,144.9721
"3/72 Holyrood Street, Hampton",HAMPTON,3188,Bayside - Greater Area,ApartmentUnitFlat,2.0,1.0,1,475,2022-08-23T13:35:39,-37.93406,145.00177
"3/38 Mitford Street, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,340,2022-08-23T13:35:15,-37.8744965,144.983521
"2/9 Bertram Street, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,630,2022-08-23T13:14:36,-37.8956,145.009537
"6/39 Wellington Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,3.0,2,600,2022-08-23T13:11:56,-37.8565254,144.985489
"9 Derby Street, Kew",KEW,3101,Boroondara City Council - Greater Area,House,3.0,2.0,2,"1,0",2022-08-23T13:02:52,-37.80387,145.036865
"11/201 Graham Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,750,2022-08-23T13:02:25,-37.8395729,144.939072
"3/21 Tibrockney Street, Highett",HIGHETT,3190,Bayside - Greater Area,ApartmentUnitFlat,2.0,1.0,1,360,2022-08-23T12:46:52,-37.95278,145.033478
"41B Arkaringa Crescent, Black Rock",BLACK ROCK,3193,Bayside - Greater Area,Townhouse,3.0,2.0,3,"1,1",2022-08-23T12:19:07,-37.9694939,145.018188
"221/378-390 Saint Georges Road, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,630,2022-08-23T12:14:24,-37.7784843,144.988251
"207/720 Queensberry Street, North Melbourne",NORTH MELBOURNE,3051,Melbourne City Council - Greater Area,House,2.0,1.0,1,565,2022-08-23T12:10:47,-37.8020439,144.94339
"511/8 Grosvenor Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,470,2022-08-23T12:03:55,-37.81088,145.0069
"50 Hedgeley Road, Bell Park",BELL PARK,3215,Geelong & District - Greater Area,House,4.0,2.0,4,670,2022-08-23T12:01:23,-38.1007,144.339157
"3A Maltarra Street, Clayton South",CLAYTON SOUTH,3169,Kingston City Council - Greater Area,ApartmentUnitFlat,3.0,1.0,1,480,2022-08-23T11:57:04,-37.9294624,145.115448
"3/34 Inverness Street, Clarinda",CLARINDA,3169,Kingston City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,1,495,2022-08-23T11:52:54,-37.9317131,145.108292
"414/99 Nott Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,530,2022-08-23T11:47:13,-37.8404541,144.938385
"2/4 Selkirk Ave, Mckinnon",MCKINNON,3204,Glen Eira Council - Greater Area,House,3.0,2.0,2,760,2022-08-23T11:42:37,-37.9137268,145.0475
"1 David Lane, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,House,4.0,2.0,1,"1,4",2022-08-23T11:36:45,-37.85363,144.989441
"12 Yates Lane, Parkville",PARKVILLE,3052,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,1,780,2022-08-23T11:22:58,-37.7861633,144.9415
"9/22 Bendigo Avenue, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,310,2022-08-23T11:20:27,-37.8849831,144.982819
"2/2 Melville Avenue, Newtown",NEWTOWN,3220,Geelong & District - Greater Area,House,2.0,2.0,2,570,2022-08-23T11:18:16,-38.1481247,144.3273
"12/1325 High Street, Malvern",MALVERN,3144,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,495,2022-08-23T11:12:31,-37.85754,145.038773
"74 Barrett Street, Albert Park",ALBERT PARK,3206,Port Philip City Council - Greater Area,House,3.0,2.0,1,"1,3",2022-08-23T11:08:27,-37.8446236,144.950134
"21/32 Darling Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,390,2022-08-23T11:03:43,-37.83672,144.9921
"71/1 Graham Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-23T11:01:31,-37.84276,144.944626
"12/19 Redan Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,425,2022-08-23T10:58:30,-37.8602066,144.989792
"G09/22 Nicholson Street, Fitzroy North",FITZROY NORTH,3068,Moreland City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,900,2022-08-23T10:43:16,-37.77465,144.9792
"3606/45 Clarke Street, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,0,650,2022-08-23T10:34:17,-37.8269,144.959534
"17/201 Graham Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,Townhouse,3.0,1.0,1,950,2022-08-23T10:33:09,-37.8395729,144.939072
"29 Melview Drive, Ringwood North",RINGWOOD NORTH,3134,Maroondah City - Greater Area,House,3.0,2.0,2,600,2022-08-23T09:56:39,-37.7958374,145.2316
"57 Lang Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,House,2.0,1.0,1,650,2022-08-23T09:55:05,-37.84113,144.9883
"23 Moffat Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,2.0,2,"1,2",2022-08-23T09:53:47,-37.9232178,144.997284
"915/627 Victoria Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,600,2022-08-23T09:34:19,-37.81068,145.008652
"19/73 Queens Road, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,580,2022-08-23T09:26:08,-37.8519058,144.979568
"3/191 Brighton Road, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,300,2022-08-23T09:21:04,-37.878437,144.99292
"4/111 Ruskin Street, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,700,2022-08-23T09:17:30,-37.8801956,144.981766
"5/370 Auburn Rd, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,550,2022-08-23T09:00:39,-37.8332024,145.042358
"1510/21 Wellington Street, Collingwood",COLLINGWOOD,3066,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,950,2022-08-23T08:53:06,-37.80823,144.985565
"1/28 Ormond Road, Ascot Vale",ASCOT VALE,3032,Monash Valley City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,300,2022-08-23T08:51:31,-37.7730675,144.9303
"7/2 Newmarket Way, Flemington",FLEMINGTON,3031,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,440,2022-08-23T08:50:15,-37.7860222,144.92804
"9/5 Herbert Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,420,2022-08-23T07:42:55,-37.87087,144.982117
"51 Were Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,2.0,3,"1,9",2022-08-22T21:40:36,-37.9245949,144.993134
"8/21 Irving Avenue, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,440,2022-08-22T19:18:29,-37.8575554,145.006729
"14 Durrant Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,Townhouse,4.0,3.0,3,"1,4",2022-08-22T18:22:55,-37.908287,145.002228
"16/11 Aberdeen Street, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-22T17:34:38,-37.7670135,144.9699
"101/1377 Burke Road, Kew East",KEW EAST,3102,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,460,2022-08-22T17:32:09,-37.7973938,145.062729
"2/48 Magnolia Road, Gardenvale",GARDENVALE,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,320,2022-08-22T17:25:26,-37.8971024,145.010742
"14/111 Victoria Road, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,335,2022-08-22T17:23:31,-37.82256,145.053345
"26 Malmsbury Street, Kew",KEW,3101,Boroondara City Council - Greater Area,House,2.0,1.0,1,500,2022-08-22T16:29:13,-37.80274,145.034119
"1559 Heatherton Road, Dandenong North",DANDENONG NORTH,3175,Dandenong - Greater Area,House,3.0,1.0,2,380,2022-08-22T16:27:35,-37.970417,145.221451
"9/17 Colac Grove, Belmont",BELMONT,3216,Geelong & District - Greater Area,Villa,1.0,1.0,1,350,2022-08-22T16:26:47,-38.1871376,144.327484
"513/54 Nott Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,520,2022-08-22T16:26:46,-37.8408356,144.939072
"5 James Parade, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,House,3.0,1.0,2,650,2022-08-22T16:25:17,-37.8770943,145.088989
"40a Macedon Parade, Wollert",WOLLERT,3750,Whittlesea City Council - Greater Area,Townhouse,2.0,2.0,1,360,2022-08-22T16:20:18,-37.609,145.003357
"4/260 St Kilda Road, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-22T16:02:50,-37.8619347,144.985138
"6607/7 Riverside Quay, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,120,2022-08-22T15:59:18,-37.8213348,144.964691
"27 Hawthorn Road, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,House,4.0,1.0,0,"1,0",2022-08-22T15:58:58,-37.7707634,144.993439
"1/803 Whitehorse Road, Mont Albert",MONT ALBERT,3127,Boroondara City Council - Greater Area,Townhouse,3.0,3.0,3,"1,0",2022-08-22T15:57:33,-37.8163528,145.111465
"903/443 Upper Heidelberg Road, Ivanhoe",IVANHOE,3079,Banyule Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-22T15:47:18,-37.75543,145.05574
"19 Amerli Street, Deanside",DEANSIDE,3336,Melton City - Greater Area,House,4.0,2.0,2,440,2022-08-22T15:45:02,-37.7382278,144.703522
"22 Duke Street, Ashburton",ASHBURTON,3147,Boroondara City Council - Greater Area,House,4.0,2.0,2,950,2022-08-22T15:26:59,-37.8601227,145.077225
"2/10 Lorne Parade, Mont Albert",MONT ALBERT,3127,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-22T15:20:27,-37.8225975,145.101974
"4/31 Bayview Crescent, Black Rock",BLACK ROCK,3193,Bayside - Greater Area,Townhouse,2.0,2.0,2,700,2022-08-22T15:18:16,-37.96833,145.0164
"220 Mandalay Circuit, Beveridge",BEVERIDGE,3753,Mitchell Shire - Greater Area,House,4.0,2.0,2,450,2022-08-22T15:18:16,-37.47771,144.939545
"9/6 Ripon Grove, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,330,2022-08-22T15:13:19,-37.8818665,144.998077
"202/1 Mount Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,1.0,1.0,1,425,2022-08-22T14:52:51,-37.8518448,144.995651
"5/5 Luckie Street, Nunawading",NUNAWADING,3131,Whitehorse City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,370,2022-08-22T14:46:55,-37.8156,145.175217
"1/4 Coolullah Avenue, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,600,2022-08-22T14:26:52,-37.84141,145.003677
"29/10 Clifton Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,540,2022-08-22T14:22:42,-37.8514977,144.995209
"9/2 Davidson Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-22T14:20:52,-37.83287,144.9884
"508/435 Nepean Highway, Frankston",FRANKSTON,3199,Frankston Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,360,2022-08-22T14:11:54,-38.1424179,145.122
"1/58 Highland Avenue, Oakleigh East",OAKLEIGH EAST,3166,Monash City - Greater Area,Townhouse,4.0,2.0,2,600,2022-08-22T13:58:32,-37.90625,145.117477
"30 Park Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,Townhouse,3.0,2.0,1,710,2022-08-22T13:54:11,-37.8080635,144.994232
"4/519 Hampton St, Hampton",HAMPTON,3188,Bayside - Greater Area,ApartmentUnitFlat,2.0,1.0,1,495,2022-08-22T13:40:29,-37.9318275,145.003159
"9/140 Kerferd Rd, Albert Park",ALBERT PARK,3206,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,470,2022-08-22T13:23:27,-37.84593,144.954178
"712/26 Southgate Avenue, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,580,2022-08-22T13:20:21,-37.820446,144.967117
"206/623-625 Sydney Road, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-22T12:59:06,-37.7625542,144.962448
"5/15 Leigh Road, Croydon",CROYDON,3136,Maroondah City - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-22T12:54:25,-37.8045,145.285828
"3/15 Pine Avenue, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,350,2022-08-22T12:51:44,-37.8873329,144.988617
"505/25 Pickles Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,535,2022-08-22T12:47:03,-37.8439064,144.944489
"11 Tweed Street, Highett",HIGHETT,3190,Bayside - Greater Area,House,5.0,3.0,2,795,2022-08-22T12:32:11,-37.946167,145.029419
"112/270 High St, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,400,2022-08-22T12:21:34,-37.8525,144.996887
"329 Howe Parade, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,House,3.0,1.0,2,645,2022-08-22T12:13:35,-37.8359642,144.922455
"9/392-394 New Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,ApartmentUnitFlat,2.0,2.0,2,600,2022-08-22T12:11:25,-37.89767,144.99469
"606/30 Burnley Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,425,2022-08-22T12:02:43,-37.81312,145.009308
"2/27 Wanda Road, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-22T11:51:20,-37.86762,145.022324
"42 Commercial Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,2.0,1.0,2,560,2022-08-22T11:29:34,-37.8461456,144.98732
"1/17 Cabena Crescent, Chadstone",CHADSTONE,3148,Monash City - Greater Area,ApartmentUnitFlat,2.0,1.0,2,390,2022-08-22T11:28:20,-37.89026,145.095474
"3/2 Tivoli Place, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,460,2022-08-22T11:17:33,-37.8356819,144.9869
"14 Sussex Road, Caulfield South",CAULFIELD SOUTH,3162,Glen Eira Council - Greater Area,House,2.0,1.0,2,650,2022-08-22T11:14:59,-37.8963623,145.024033
"29/1324 Centre Rd, Clayton",CLAYTON,3168,Monash City - Greater Area,ApartmentUnitFlat,2.0,1.0,2,350,2022-08-22T11:07:08,-37.92854,145.117752
"G05/6 Docker Street, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,675,2022-08-22T10:50:20,-37.8862953,144.987488
"203/150 Clarendon Street, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,950,2022-08-22T10:50:04,-37.812088,144.9836
"2 Gateway Close, Chadstone",CHADSTONE,3148,Monash City - Greater Area,Townhouse,3.0,2.0,2,495,2022-08-22T10:37:16,-37.88344,145.108292
"322/23 Batman Street, West Melbourne",WEST MELBOURNE,3003,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,400,2022-08-22T10:31:27,-37.8108749,144.952362
"514/8 Montrose Street, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,380,2022-08-22T09:56:36,-37.823204,145.046188
"4/14 Wrexham Rd, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,3.0,1.0,1,500,2022-08-22T09:52:24,-37.85691,145.000748
"902/75 Wellington Street, Collingwood",COLLINGWOOD,3066,Yarra City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,870,2022-08-22T09:38:37,-37.80639,144.9859
"31A Shiers Street, Alphington",ALPHINGTON,3078,Darebin City Council - Greater Area,Townhouse,3.0,2.0,2,845,2022-08-22T09:16:53,-37.7725258,145.030319
"213/K13 Raleigh Street, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,Studio,1.0,1.0,0,230,2022-08-21T07:14:24,-37.8516731,144.982849
"5/18-22 Capon Street, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,ApartmentUnitFlat,3.0,2.0,2,725,2022-08-20T13:33:15,-37.8872375,145.086517
"7A/9 Beach Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,750,2022-08-20T09:38:41,-37.84382,144.940231
"4/829 High Street, Kew East",KEW EAST,3102,Boroondara City Council - Greater Area,ApartmentUnitFlat,4.0,4.0,3,"1,5",2022-08-19T17:30:31,-37.79429,145.061691
"16 Garden Cove, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,2.0,2,650,2022-08-19T17:23:33,-36.1230736,146.847321
"Unit 913/39 Lonsdale St, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,420,2022-08-19T17:02:17,-37.8099251,144.97113
"58 Bastings Street, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,House,3.0,1.0,0,950,2022-08-19T16:57:34,-37.7747154,145.003311
"Unit 1201/555 Flinders St, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,430,2022-08-19T16:46:14,-37.8209724,144.956482
"1/18 Myriong Street, Clayton",CLAYTON,3168,Monash City - Greater Area,ApartmentUnitFlat,4.0,2.0,1,nde,2022-08-19T15:38:17,-37.91562,145.124954
"43A Thistle Street, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,House,3.0,2.0,1,560,2022-08-19T15:37:27,-37.7569847,144.951263
"52/108 Union Street, Brunswick",BRUNSWICK,3056,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,420,2022-08-19T15:31:24,-37.7731934,144.953674
"3/20 Hughenden Road, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,HE ,2022-08-19T15:03:19,-37.86202,145.0086
"202/41-43 Park Street, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,200,2022-08-19T14:55:53,-37.8198776,145.038956
"48 Frensham Road, Watsonia",WATSONIA,3087,Banyule Council - Greater Area,House,3.0,1.0,2,450,2022-08-19T14:48:10,-37.7158356,145.085373
"11/71 Barkly Street, Mordialloc",MORDIALLOC,3195,Kingston City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,550,2022-08-19T14:44:31,-38.0048027,145.0889
"11/2a Washington Street, Toorak",TOORAK,3142,Stonnington - Greater Area,ApartmentUnitFlat,1.0,1.0,1,350,2022-08-19T14:42:04,-37.8380623,145.005737
"414/77 River Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,420,2022-08-19T14:33:03,-37.8368378,144.997452
"rear/25 Alfreida St, St Albans",ST ALBANS,3021,Brimbank City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,250,2022-08-19T14:04:26,-37.74325,144.80043
"15/93 Stevedore Street, Williamstown",WILLIAMSTOWN,3016,Hobsons Bay City Council - Greater Area,Townhouse,3.0,2.0,2,700,2022-08-19T13:45:59,-37.85674,144.895813
"2/17 Munro St, Kew East",KEW EAST,3102,Boroondara City Council - Greater Area,Townhouse,3.0,2.0,2,840,2022-08-19T13:29:38,-37.7914352,145.062027
"1/15 Munro St, Kew East",KEW EAST,3102,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,620,2022-08-19T13:20:15,-37.7916,145.062057
"8 Champion Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,5.0,3.0,4,"2,1",2022-08-19T13:00:06,-37.9279976,145.003372
"8A Leamington Crescent, Caulfield East",CAULFIELD EAST,3145,Glen Eira Council - Greater Area,Townhouse,2.0,1.0,1,560,2022-08-19T12:34:31,-37.8842163,145.046112
"3 Cooper Street, Springvale South",SPRINGVALE SOUTH,3172,Dandenong - Greater Area,House,3.0,1.0,3,500,2022-08-19T11:47:07,-37.9634247,145.158
"2 Denbigh Court, Keysborough",KEYSBOROUGH,3173,Dandenong - Greater Area,House,3.0,2.0,3,450,2022-08-19T11:11:09,-37.9882164,145.170715
"2/9 Kelvin Grove, Springvale",SPRINGVALE,3171,Dandenong - Greater Area,ApartmentUnitFlat,2.0,1.0,2,430,2022-08-19T10:49:45,-37.94833,145.1545
"1/68 Broadmeadows Road, Tullamarine",TULLAMARINE,3043,Brimbank City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,340,2022-08-19T09:42:17,-37.7019844,144.87999
"104 Park Orchard Drive, Pakenham",PAKENHAM,3810,Cardinia Shire - Greater Area,House,4.0,2.0,2,450,2022-08-19T09:18:02,-38.07669,145.447144
"S3209/231 Harbour Esplanade, Docklands",DOCKLANDS,3008,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,495,2022-08-19T00:18:38,-37.8135757,144.943
"1/10 Lillimur Road, Ormond",ORMOND,3204,Glen Eira Council - Greater Area,Townhouse,3.0,1.0,1,550,2022-08-18T22:26:59,-37.90303,145.042053
"1/30 Cleveland Road, Ashwood",ASHWOOD,3147,Monash City - Greater Area,ApartmentUnitFlat,3.0,1.0,2,415,2022-08-18T19:32:17,-37.8703156,145.105255
"1/14 Churchill Avenue, Chadstone",CHADSTONE,3148,Monash City - Greater Area,ApartmentUnitFlat,3.0,1.0,1,325,2022-08-18T19:13:20,-37.888485,145.1067
"2204/250 City Road, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,475,2022-08-18T18:18:18,-37.8257332,144.959671
"825 High Street, Armadale",ARMADALE,3143,Stonnington - Greater Area,House,3.0,1.0,2,650,2022-08-18T17:07:57,-37.8546257,145.015274
"7/13 Hawksburn Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,450,2022-08-18T16:49:27,-37.8430557,145.001312
"201 Yabba Road, Tallangatta",TALLANGATTA,3700,Towong Shire - Greater Area,House,3.0,1.0,2,480,2022-08-18T16:04:32,-36.22182,147.258392
"4/2 Garden Avenue, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,490,2022-08-18T15:56:38,-37.8932,145.042618
"140A Collins Street, Thornbury",THORNBURY,3071,Darebin City Council - Greater Area,House,3.0,2.0,1,630,2022-08-18T15:18:12,-37.755806,145.01506
"16/403 Toorak Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,425,2022-08-18T15:02:24,-37.84029,145.004456
"6/110 Wellington Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,315,2022-08-18T14:30:01,-37.85768,144.990982
"Y125/125 Turner Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,470,2022-08-18T13:22:19,-37.799324,145.000519
"106/2-4 Churchill Street, Ringwood",RINGWOOD,3134,Maroondah City - Greater Area,ApartmentUnitFlat,2.0,1.0,1,390,2022-08-18T12:50:35,-37.8134079,145.223267
"211/436-442 Huntingdale Road, Mount Waverley",MOUNT WAVERLEY,3149,Monash City - Greater Area,ApartmentUnitFlat,1.0,1.0,1,360,2022-08-18T12:34:09,-37.883297,145.109055
"154/115 Neerim Road, Glen Huntly",GLEN HUNTLY,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,385,2022-08-18T11:21:21,-37.88694,145.04213
"208/436-442 Huntingdale Road, Mount Waverley",MOUNT WAVERLEY,3149,Monash City - Greater Area,ApartmentUnitFlat,1.0,1.0,1,370,2022-08-18T10:49:50,-37.883297,145.109055
"1/74 Leopold Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,1.0,1,800,2022-08-18T10:49:17,-37.8361626,144.9831
"1708/18 Claremont Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,0,600,2022-08-18T10:35:49,-37.83767,144.99411
"15/6 Newman Avenue, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,290,2022-08-18T10:12:22,-37.90053,145.052368
"1003/75 Coventry Street, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-18T09:45:27,-37.8296623,144.968567
"203/8 Bowen Crescent, Melbourne",MELBOURNE,3004,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,620,2022-08-18T00:14:20,-37.83542,144.97258
"821/627 Victoria Street, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,425,2022-08-17T21:22:23,-37.81068,145.008652
"925/555 Flinders Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,525,2022-08-17T20:52:15,-37.8209724,144.956482
